ar,smasvaedi,kyn,aldursflokkur,fjoldi
2022,2004,1,60-64 ára,83
2018,2702,2,60-64 ára,44
2021,3901,2,60-64 ára,67
2018,0201,1,60-64 ára,28
2024,0302,2,60-64 ára,62
2014,1003,1,60-64 ára,51
2018,4102,2,60-64 ára,77
2020,1304,1,60-64 ára,36
2019,3301,2,60-64 ára,48
2008,3102,2,60-64 ára,17
2013,2804,1,60-64 ára,45
2018,1404,1,60-64 ára,24
2013,1904,2,60-64 ára,52
2016,3701,1,60-64 ára,34
2015,1902,2,60-64 ára,9
2016,2204,2,60-64 ára,27
2008,1202,1,60-64 ára,20
2014,1809,2,60-64 ára,31
2022,3304,1,60-64 ára,54
2012,3902,1,60-64 ára,36
2014,2005,2,60-64 ára,54
2022,2205,1,60-64 ára,40
2020,0304,1,60-64 ára,70
2024,1808,1,60-64 ára,61
2016,3104,1,60-64 ára,50
2021,1701,1,60-64 ára,56
2021,3002,1,60-64 ára,25
2015,1804,2,60-64 ára,18
2016,4201,2,60-64 ára,35
2021,1808,1,60-64 ára,57
2013,0402,1,60-64 ára,40
2015,1304,1,60-64 ára,10
2020,0504,1,60-64 ára,22
2022,1303,2,60-64 ára,48
2013,0208,2,60-64 ára,44
2017,3701,1,60-64 ára,34
2020,3105,1,60-64 ára,41
2013,2704,1,60-64 ára,28
2012,2703,1,60-64 ára,43
2017,1901,1,60-64 ára,48
2012,4003,2,60-64 ára,38
2017,2402,2,60-64 ára,37
2021,1603,2,60-64 ára,104
2019,1601,2,60-64 ára,34
2021,2105,2,60-64 ára,38
2021,2302,2,60-64 ára,55
2017,4201,2,60-64 ára,38
2019,1403,2,60-64 ára,20
2024,2401,1,60-64 ára,86
2017,0902,2,60-64 ára,39
2010,3901,1,60-64 ára,32
2014,2105,1,60-64 ára,21
2014,3102,1,60-64 ára,22
2024,0101,1,60-64 ára,28
2019,0405,1,60-64 ára,91
2016,2004,2,60-64 ára,62
2010,0404,2,60-64 ára,27
2021,3401,1,60-64 ára,84
2017,2008,2,60-64 ára,18
2020,0602,1,60-64 ára,45
2024,3301,2,60-64 ára,52
2017,1101,2,60-64 ára,33
2020,1202,2,60-64 ára,63
2011,0704,2,60-64 ára,44
2018,3205,2,60-64 ára,17
2020,1903,1,60-64 ára,36
2016,1204,1,60-64 ára,40
2011,2403,1,60-64 ára,48
2019,4201,2,60-64 ára,41
2017,2203,1,60-64 ára,17
2019,0402,2,60-64 ára,68
2013,0707,1,60-64 ára,23
2023,1502,2,60-64 ára,71
2011,4203,1,60-64 ára,22
2013,0708,1,60-64 ára,40
2016,0803,2,60-64 ára,50
2015,0804,2,60-64 ára,68
2014,4101,2,60-64 ára,48
2017,3103,1,60-64 ára,54
2009,1003,2,60-64 ára,56
2010,2705,2,60-64 ára,33
2013,2203,2,60-64 ára,14
2009,1901,2,60-64 ára,29
2020,1804,1,60-64 ára,30
2018,1206,1,60-64 ára,32
2009,4203,2,60-64 ára,14
2018,3704,1,60-64 ára,27
2011,4003,1,60-64 ára,40
2018,0104,2,60-64 ára,26
2021,1703,2,60-64 ára,24
2017,1401,1,60-64 ára,21
2008,2006,2,60-64 ára,53
2019,1304,1,60-64 ára,34
2022,2601,2,60-64 ára,63
2015,4002,2,60-64 ára,73
2013,2405,2,60-64 ára,11
2019,0301,1,60-64 ára,63
2016,2901,2,60-64 ára,55
2019,1004,2,60-64 ára,44
2020,2005,1,60-64 ára,48
2018,0404,2,60-64 ára,58
2021,2004,2,60-64 ára,73
2018,0203,1,60-64 ára,26
2012,2003,2,60-64 ára,32
2012,0201,1,60-64 ára,24
2021,2101,1,60-64 ára,64
2018,2701,2,60-64 ára,55
2010,1806,2,60-64 ára,14
2015,3403,2,60-64 ára,74
2016,3902,2,60-64 ára,46
2008,0805,1,60-64 ára,33
2014,2001,2,60-64 ára,50
2008,1103,2,60-64 ára,46
2016,2902,2,60-64 ára,36
2017,1102,1,60-64 ára,124
2011,0205,2,60-64 ára,24
2011,2802,1,60-64 ára,48
2019,2104,2,60-64 ára,40
2021,1810,2,60-64 ára,24
2019,0102,2,60-64 ára,27
2021,0301,2,60-64 ára,69
2023,3103,1,60-64 ára,45
2021,1003,2,60-64 ára,78
2021,0102,1,60-64 ára,23
2014,0606,2,60-64 ára,30
2013,0605,2,60-64 ára,52
2011,1402,1,60-64 ára,4
2014,3401,2,60-64 ára,63
2023,1705,2,60-64 ára,49
2012,2404,2,60-64 ára,25
2008,0207,2,60-64 ára,24
2018,2001,1,60-64 ára,63
2018,0901,1,60-64 ára,38
2024,3103,2,60-64 ára,49
2010,2702,1,60-64 ára,36
2019,1001,2,60-64 ára,29
2008,0706,1,60-64 ára,61
2013,3804,2,60-64 ára,47
2017,0402,1,60-64 ára,55
2022,0102,2,60-64 ára,19
2013,2202,2,60-64 ára,10
2014,3305,1,60-64 ára,47
2019,3803,1,60-64 ára,36
2010,0205,2,60-64 ára,22
2023,1702,2,60-64 ára,41
2020,3703,1,60-64 ára,48
2023,3201,2,60-64 ára,26
2013,3801,2,60-64 ára,31
2009,3105,1,60-64 ára,27
2008,3602,1,60-64 ára,42
2013,0203,2,60-64 ára,28
2018,1002,1,60-64 ára,51
2008,0904,1,60-64 ára,42
2017,3902,1,60-64 ára,37
2010,0705,2,60-64 ára,52
2013,1602,2,60-64 ára,48
2013,3902,2,60-64 ára,40
2023,3701,1,60-64 ára,28
2024,0601,2,60-64 ára,74
2019,3205,2,60-64 ára,16
2018,3304,2,60-64 ára,51
2010,2302,2,60-64 ára,29
2024,0502,1,60-64 ára,32
2013,2502,2,60-64 ára,37
2017,2406,1,60-64 ára,30
2014,0403,2,60-64 ára,20
2022,2504,2,60-64 ára,65
2017,1004,2,60-64 ára,37
2018,1811,2,60-64 ára,45
2024,2802,1,60-64 ára,50
2012,3801,1,60-64 ára,33
2020,3704,1,60-64 ára,40
2008,3402,2,60-64 ára,22
2011,2203,1,60-64 ára,7
2020,0603,1,60-64 ára,19
2018,0606,2,60-64 ára,48
2020,1305,1,60-64 ára,38
2017,3404,1,60-64 ára,40
2012,0102,1,60-64 ára,29
2020,2401,2,60-64 ára,60
2013,0602,1,60-64 ára,42
2018,0302,1,60-64 ára,66
2012,1302,1,60-64 ára,42
2012,1809,1,60-64 ára,23
2013,2403,1,60-64 ára,48
2009,2008,1,60-64 ára,26
2016,0207,1,60-64 ára,17
2023,0402,1,60-64 ára,51
2018,4202,1,60-64 ára,33
2024,0801,1,60-64 ára,57
2012,3503,2,60-64 ára,49
2016,2902,1,60-64 ára,32
2018,0705,2,60-64 ára,54
2011,3101,1,60-64 ára,40
2024,2904,1,60-64 ára,86
2024,4002,2,60-64 ára,71
2021,3203,1,60-64 ára,36
2017,1501,1,60-64 ára,52
2020,1808,1,60-64 ára,51
2023,0802,1,60-64 ára,35
2024,2004,1,60-64 ára,82
2022,0707,1,60-64 ára,24
2018,0801,1,60-64 ára,53
2024,0801,2,60-64 ára,59
2021,1801,2,60-64 ára,43
2020,0401,1,60-64 ára,43
2013,1807,2,60-64 ára,46
2024,0103,1,60-64 ára,28
2021,0606,2,60-64 ára,43
2009,2501,1,60-64 ára,58
2022,2001,2,60-64 ára,59
2024,3102,2,60-64 ára,42
2021,2001,2,60-64 ára,61
2015,4103,1,60-64 ára,40
2010,1806,1,60-64 ára,20
2016,3404,2,60-64 ára,29
2013,0301,2,60-64 ára,65
2022,2002,2,60-64 ára,21
2017,3004,2,60-64 ára,21
2008,1203,2,60-64 ára,17
2017,2008,1,60-64 ára,19
2015,1601,1,60-64 ára,15
2023,4102,1,60-64 ára,70
2014,0704,2,60-64 ára,61
2008,0403,1,60-64 ára,22
2009,0804,2,60-64 ára,65
2019,3102,1,60-64 ára,27
2021,1902,2,60-64 ára,55
2012,4202,2,60-64 ára,26
2008,2101,2,60-64 ára,26
2022,3703,1,60-64 ára,52
2017,0501,2,60-64 ára,81
2019,0701,2,60-64 ára,88
2012,3504,2,60-64 ára,60
2010,0207,2,60-64 ára,18
2018,3602,1,60-64 ára,44
2018,1202,2,60-64 ára,54
2011,1904,1,60-64 ára,55
2020,0701,1,60-64 ára,74
2013,0706,1,60-64 ára,69
2021,3602,2,60-64 ára,56
2024,2103,1,60-64 ára,43
2022,2501,2,60-64 ára,48
2024,1104,2,60-64 ára,73
2022,4203,1,60-64 ára,41
2011,0603,1,60-64 ára,21
2008,1006,1,60-64 ára,33
2020,1003,2,60-64 ára,71
2013,0405,2,60-64 ára,39
2017,2404,2,60-64 ára,33
2008,2701,2,60-64 ára,30
2010,0804,1,60-64 ára,40
2022,4103,1,60-64 ára,56
2010,2602,1,60-64 ára,74
2022,2203,1,60-64 ára,24
2022,0702,1,60-64 ára,35
2022,1501,1,60-64 ára,61
2019,2902,2,60-64 ára,40
2019,1101,1,60-64 ára,37
2013,4102,1,60-64 ára,79
2014,2503,1,60-64 ára,39
2023,0404,1,60-64 ára,50
2016,1809,1,60-64 ára,30
2008,0204,1,60-64 ára,18
2010,2204,2,60-64 ára,27
2024,1603,2,60-64 ára,93
2020,2502,2,60-64 ára,37
2018,1801,1,60-64 ára,36
2009,4101,2,60-64 ára,30
2009,2903,2,60-64 ára,37
2022,2401,1,60-64 ára,80
2014,1805,1,60-64 ára,49
2009,2102,1,60-64 ára,8
2019,1703,2,60-64 ára,27
2009,2901,2,60-64 ára,44
2008,0606,1,60-64 ára,34
2024,2902,1,60-64 ára,56
2010,1502,2,60-64 ára,48
2009,0702,2,60-64 ára,31
2010,2904,2,60-64 ára,57
2018,1305,2,60-64 ára,30
2019,1805,2,60-64 ára,73
2022,1701,1,60-64 ára,53
2011,1003,2,60-64 ára,60
2010,2202,2,60-64 ára,7
2013,1703,2,60-64 ára,28
2021,3702,2,60-64 ára,40
2023,2204,2,60-64 ára,34
2011,3304,2,60-64 ára,37
2011,4201,1,60-64 ára,54
2008,0804,2,60-64 ára,59
2018,0206,1,60-64 ára,37
2024,0703,1,60-64 ára,37
2018,3301,2,60-64 ára,54
2023,0402,2,60-64 ára,54
2018,2104,2,60-64 ára,40
2017,0708,2,60-64 ára,45
2011,3003,1,60-64 ára,23
2021,4202,2,60-64 ára,21
2020,2007,1,60-64 ára,63
2008,3302,2,60-64 ára,43
2015,3401,1,60-64 ára,63
2009,1102,2,60-64 ára,63
2024,0501,2,60-64 ára,84
2015,2402,2,60-64 ára,29
2015,1403,1,60-64 ára,18
2018,0807,2,60-64 ára,36
2018,2802,2,60-64 ára,57
2024,3006,1,60-64 ára,38
2020,3601,2,60-64 ára,64
2011,2902,1,60-64 ára,23
2022,1811,2,60-64 ára,66
2010,1303,1,60-64 ára,48
2019,0101,2,60-64 ára,29
2013,3502,1,60-64 ára,57
2015,2003,2,60-64 ára,39
2013,0801,1,60-64 ára,40
2023,2705,1,60-64 ára,62
2011,0702,1,60-64 ára,26
2020,1301,2,60-64 ára,50
2016,1703,1,60-64 ára,26
2019,1302,2,60-64 ára,58
2011,3205,2,60-64 ára,5
2021,0602,2,60-64 ára,49
2020,0502,2,60-64 ára,31
2008,0708,1,60-64 ára,36
2012,4203,1,60-64 ára,24
2011,1301,2,60-64 ára,35
2021,1101,1,60-64 ára,44
2008,1807,1,60-64 ára,29
2017,0404,1,60-64 ára,44
2019,2402,2,60-64 ára,39
2015,2406,2,60-64 ára,38
2010,0402,2,60-64 ára,45
2016,0903,1,60-64 ára,43
2009,1602,1,60-64 ára,30
2011,3503,2,60-64 ára,49
2011,1303,1,60-64 ára,45
2011,4204,1,60-64 ára,36
2016,0708,2,60-64 ára,44
2022,3103,1,60-64 ára,48
2010,3203,2,60-64 ára,41
2017,2802,1,60-64 ára,60
2009,0701,2,60-64 ára,75
2021,4102,1,60-64 ára,84
2018,0204,1,60-64 ára,33
2022,1704,1,60-64 ára,54
2024,4203,1,60-64 ára,40
2009,2201,1,60-64 ára,25
2009,1802,2,60-64 ára,18
2010,4001,1,60-64 ára,36
2016,0302,2,60-64 ára,69
2011,3102,2,60-64 ára,24
2023,0401,1,60-64 ára,49
2020,0402,1,60-64 ára,61
2017,1205,1,60-64 ára,36
2016,3105,2,60-64 ára,28
2024,1705,1,60-64 ára,57
2019,2406,2,60-64 ára,30
2014,3103,1,60-64 ára,50
2014,4202,1,60-64 ára,29
2013,1002,2,60-64 ára,41
2012,1301,1,60-64 ára,41
2015,2902,2,60-64 ára,35
2021,3703,1,60-64 ára,51
2014,0602,2,60-64 ára,49
2014,3104,2,60-64 ára,37
2021,0802,1,60-64 ára,30
2013,1203,1,60-64 ára,23
2017,1808,2,60-64 ára,67
2014,2802,2,60-64 ára,42
2014,0401,1,60-64 ára,63
2018,3602,2,60-64 ára,56
2012,2106,1,60-64 ára,48
2014,2501,2,60-64 ára,77
2014,1305,2,60-64 ára,21
2022,0403,1,60-64 ára,31
2013,3704,1,60-64 ára,27
2013,0604,1,60-64 ára,28
2013,3802,1,60-64 ára,24
2013,3301,1,60-64 ára,48
2014,3402,1,60-64 ára,36
2013,1901,1,60-64 ára,31
2021,2704,2,60-64 ára,44
2020,2104,1,60-64 ára,41
2015,0601,1,60-64 ára,46
2011,0302,2,60-64 ára,55
2010,2007,2,60-64 ára,41
2020,1811,1,60-64 ára,51
2018,3203,1,60-64 ára,41
2022,2006,2,60-64 ára,56
2023,1903,2,60-64 ára,32
2019,1811,1,60-64 ára,54
2021,0707,1,60-64 ára,29
2013,0602,2,60-64 ára,35
2011,0903,2,60-64 ára,44
2023,0803,2,60-64 ára,49
2009,0601,1,60-64 ára,41
2008,3901,2,60-64 ára,26
2022,1302,1,60-64 ára,46
2009,2104,2,60-64 ára,40
2013,3001,2,60-64 ára,2
2009,0403,2,60-64 ára,20
2018,3904,2,60-64 ára,59
2019,0203,1,60-64 ára,33
2008,3401,2,60-64 ára,41
2011,3501,2,60-64 ára,35
2009,2705,2,60-64 ára,28
2010,2502,2,60-64 ára,31
2015,0304,1,60-64 ára,58
2011,2701,2,60-64 ára,24
2022,1603,2,60-64 ára,102
2010,1805,2,60-64 ára,74
2011,0807,1,60-64 ára,50
2009,1706,2,60-64 ára,43
2022,4202,1,60-64 ára,39
2012,2401,2,60-64 ára,46
2017,2903,2,60-64 ára,45
2009,2105,1,60-64 ára,34
2015,3201,1,60-64 ára,21
2012,2801,1,60-64 ára,44
2022,1101,2,60-64 ára,54
2012,3203,1,60-64 ára,35
2009,1809,2,60-64 ára,26
2024,2704,2,60-64 ára,57
2009,1902,2,60-64 ára,7
2012,0303,1,60-64 ára,56
2014,0101,1,60-64 ára,22
2020,1804,2,60-64 ára,36
2016,1206,1,60-64 ára,21
2011,0403,2,60-64 ára,21
2023,1503,1,60-64 ára,56
2018,0804,1,60-64 ára,52
2021,1701,2,60-64 ára,71
2010,3501,1,60-64 ára,31
2017,1002,2,60-64 ára,33
2008,2205,1,60-64 ára,19
2011,1802,1,60-64 ára,14
2012,1803,2,60-64 ára,9
2019,0606,1,60-64 ára,45
2012,1702,2,60-64 ára,34
2024,2203,1,60-64 ára,26
2023,3504,2,60-64 ára,88
2018,2903,1,60-64 ára,45
2011,3201,1,60-64 ára,26
2023,2404,1,60-64 ára,61
2015,1803,2,60-64 ára,11
2015,3403,1,60-64 ára,68
2012,1104,1,60-64 ára,41
2014,3801,2,60-64 ára,32
2015,2102,1,60-64 ára,11
2012,2003,1,60-64 ára,37
2014,0403,1,60-64 ára,28
2015,0103,2,60-64 ára,34
2015,1702,1,60-64 ára,41
2014,3304,1,60-64 ára,51
2013,0904,1,60-64 ára,59
2014,3903,1,60-64 ára,41
2009,2704,2,60-64 ára,28
2015,2401,2,60-64 ára,55
2021,3501,1,60-64 ára,31
2008,4001,1,60-64 ára,47
2023,3305,1,60-64 ára,67
2018,2702,1,60-64 ára,39
2020,2602,1,60-64 ára,68
2014,1705,1,60-64 ára,36
2013,2602,2,60-64 ára,69
2016,2106,2,60-64 ára,42
2016,2703,2,60-64 ára,60
2015,2006,1,60-64 ára,43
2008,0605,2,60-64 ára,31
2008,3503,1,60-64 ára,52
2024,1402,1,60-64 ára,39
2008,0208,2,60-64 ára,37
2022,0104,1,60-64 ára,16
2011,0701,1,60-64 ára,72
2018,3202,2,60-64 ára,37
2015,4203,1,60-64 ára,31
2012,1101,1,60-64 ára,30
2016,1502,1,60-64 ára,50
2010,0807,1,60-64 ára,48
2015,2002,2,60-64 ára,19
2015,4101,2,60-64 ára,47
2014,0901,1,60-64 ára,75
2014,2904,1,60-64 ára,86
2018,0703,2,60-64 ára,36
2013,3002,2,60-64 ára,1
2013,1603,1,60-64 ára,61
2023,3104,1,60-64 ára,48
2013,1305,1,60-64 ára,25
2013,0207,1,60-64 ára,13
2013,3205,1,60-64 ára,16
2013,4101,2,60-64 ára,42
2020,3103,1,60-64 ára,45
2010,1601,1,60-64 ára,13
2014,0603,1,60-64 ára,28
2014,0903,1,60-64 ára,35
2016,1501,2,60-64 ára,50
2013,0606,1,60-64 ára,33
2015,3302,1,60-64 ára,57
2020,0804,2,60-64 ára,52
2011,2104,1,60-64 ára,37
2018,2302,2,60-64 ára,41
2013,4003,1,60-64 ára,40
2021,1503,2,60-64 ára,66
2019,1502,2,60-64 ára,63
2014,0701,2,60-64 ára,89
2019,2804,2,60-64 ára,53
2008,4204,1,60-64 ára,32
2023,2901,1,60-64 ára,71
2021,2303,1,60-64 ára,47
2018,2801,2,60-64 ára,55
2021,1502,1,60-64 ára,67
2019,1305,1,60-64 ára,35
2018,1902,2,60-64 ára,30
2008,3105,1,60-64 ára,24
2022,0701,1,60-64 ára,82
2021,1001,1,60-64 ára,21
2024,1801,2,60-64 ára,32
2024,0701,2,60-64 ára,106
2021,1811,2,60-64 ára,56
2024,4101,2,60-64 ára,62
2018,3004,2,60-64 ára,26
2023,2204,1,60-64 ára,32
2020,3304,1,60-64 ára,45
2023,2801,2,60-64 ára,68
2023,1001,1,60-64 ára,19
2020,3105,2,60-64 ára,41
2015,1811,1,60-64 ára,44
2017,2203,2,60-64 ára,18
2023,2003,1,60-64 ára,61
2010,3303,1,60-64 ára,58
2019,4203,2,60-64 ára,24
2010,3205,1,60-64 ára,6
2010,2303,1,60-64 ára,42
2023,3703,1,60-64 ára,55
2024,0706,1,60-64 ára,83
2021,0103,2,60-64 ára,38
2021,2901,2,60-64 ára,62
2010,3701,2,60-64 ára,29
2024,0403,1,60-64 ára,30
2017,0205,1,60-64 ára,20
2016,2901,1,60-64 ára,55
2016,3005,2,60-64 ára,29
2016,0605,2,60-64 ára,44
2022,3701,1,60-64 ára,25
2015,3102,2,60-64 ára,18
2021,0706,2,60-64 ára,72
2014,2904,2,60-64 ára,73
2011,2301,1,60-64 ára,57
2019,3501,2,60-64 ára,43
2015,2502,2,60-64 ára,27
2018,1601,1,60-64 ára,27
2018,0504,2,60-64 ára,29
2019,3502,1,60-64 ára,56
2011,0606,1,60-64 ára,30
2018,0203,2,60-64 ára,39
2019,3401,1,60-64 ára,89
2022,2407,1,60-64 ára,17
2020,1101,1,60-64 ára,42
2017,2204,2,60-64 ára,27
2022,3503,1,60-64 ára,50
2008,3702,1,60-64 ára,37
2008,0803,2,60-64 ára,60
2008,1704,2,60-64 ára,22
2019,1904,1,60-64 ára,50
2010,1302,1,60-64 ára,41
2021,1804,2,60-64 ára,38
2016,0501,1,60-64 ára,68
2018,4103,1,60-64 ára,52
2017,2404,1,60-64 ára,34
2020,2303,2,60-64 ára,61
2023,2406,1,60-64 ára,43
2024,2407,2,60-64 ára,20
2009,0104,2,60-64 ára,12
2024,0203,2,60-64 ára,37
2022,2201,2,60-64 ára,51
2010,2703,2,60-64 ára,36
2012,3401,2,60-64 ára,52
2013,1704,2,60-64 ára,24
2009,2702,2,60-64 ára,45
2010,3401,2,60-64 ára,48
2008,0203,2,60-64 ára,25
2021,2403,2,60-64 ára,61
2010,1601,2,60-64 ára,9
2014,2201,2,60-64 ára,52
2015,0903,2,60-64 ára,36
2015,0708,1,60-64 ára,36
2010,2005,1,60-64 ára,48
2017,1403,2,60-64 ára,16
2017,3403,1,60-64 ára,81
2019,1602,1,60-64 ára,46
2016,0402,2,60-64 ára,73
2014,1702,2,60-64 ára,31
2016,2502,2,60-64 ára,30
2010,3804,1,60-64 ára,38
2022,3404,1,60-64 ára,36
2011,0204,1,60-64 ára,38
2012,2302,2,60-64 ára,27
2021,1502,2,60-64 ára,60
2017,0601,1,60-64 ára,54
2018,2406,1,60-64 ára,34
2022,2002,1,60-64 ára,32
2017,0206,1,60-64 ára,44
2023,3105,1,60-64 ára,42
2016,3001,2,60-64 ára,7
2024,0102,2,60-64 ára,21
2013,2003,1,60-64 ára,40
2018,1305,1,60-64 ára,29
2011,2008,1,60-64 ára,20
2024,4201,1,60-64 ára,51
2021,3403,1,60-64 ára,98
2013,3401,1,60-64 ára,55
2024,2904,2,60-64 ára,72
2013,2903,2,60-64 ára,50
2016,3904,1,60-64 ára,56
2015,3102,1,60-64 ára,25
2010,2201,1,60-64 ára,33
2013,2503,1,60-64 ára,41
2019,2106,1,60-64 ára,35
2012,4102,1,60-64 ára,84
2024,4102,1,60-64 ára,66
2019,3501,1,60-64 ára,46
2013,1808,2,60-64 ára,81
2012,0504,1,60-64 ára,21
2009,0304,1,60-64 ára,62
2014,0504,1,60-64 ára,26
2018,1006,1,60-64 ára,61
2015,3301,1,60-64 ára,56
2009,3503,1,60-64 ára,44
2010,3903,2,60-64 ára,34
2012,0402,2,60-64 ára,47
2012,4202,1,60-64 ára,31
2009,3501,2,60-64 ára,30
2009,3504,1,60-64 ára,64
2014,1601,2,60-64 ára,20
2014,3902,1,60-64 ára,37
2008,2403,1,60-64 ára,59
2008,4003,1,60-64 ára,32
2020,1002,1,60-64 ára,51
2016,0601,1,60-64 ára,45
2017,4102,1,60-64 ára,62
2023,2704,2,60-64 ára,59
2013,1001,1,60-64 ára,19
2014,1301,1,60-64 ára,52
2013,4203,1,60-64 ára,27
2010,0501,2,60-64 ára,71
2010,3501,2,60-64 ára,34
2010,1811,1,60-64 ára,25
2011,1810,2,60-64 ára,24
2015,2602,1,60-64 ára,72
2009,0206,2,60-64 ára,47
2010,0401,1,60-64 ára,51
2012,2301,2,60-64 ára,50
2009,2302,2,60-64 ára,35
2013,0701,2,60-64 ára,86
2021,3304,2,60-64 ára,55
2008,0102,2,60-64 ára,13
2008,2705,1,60-64 ára,23
2021,1602,1,60-64 ára,38
2010,3402,2,60-64 ára,24
2024,2202,2,60-64 ára,28
2018,0706,2,60-64 ára,94
2019,2601,2,60-64 ára,64
2010,0204,2,60-64 ára,27
2018,1204,1,60-64 ára,42
2012,0702,2,60-64 ára,31
2012,2407,2,60-64 ára,2
2014,0205,2,60-64 ára,22
2009,3001,1,60-64 ára,2
2020,2102,1,60-64 ára,31
2008,4102,2,60-64 ára,52
2010,3305,2,60-64 ára,46
2024,3304,2,60-64 ára,56
2017,0402,2,60-64 ára,71
2008,1503,2,60-64 ára,38
2009,2007,1,60-64 ára,33
2021,0304,2,60-64 ára,77
2009,0805,1,60-64 ára,36
2012,1808,1,60-64 ára,78
2024,1302,2,60-64 ára,38
2022,3301,1,60-64 ára,66
2011,1602,2,60-64 ára,46
2016,1904,2,60-64 ára,58
2019,1804,2,60-64 ára,33
2018,2403,1,60-64 ára,46
2014,1801,2,60-64 ára,33
2009,2005,2,60-64 ára,39
2018,0208,2,60-64 ára,46
2019,3904,2,60-64 ára,57
2020,3801,1,60-64 ára,46
2017,2901,2,60-64 ára,63
2020,0403,2,60-64 ára,28
2017,4103,2,60-64 ára,41
2016,2401,1,60-64 ára,49
2016,2802,1,60-64 ára,54
2023,2701,1,60-64 ára,59
2022,0503,2,60-64 ára,44
2021,2104,2,60-64 ára,42
2021,1104,1,60-64 ára,80
2017,1503,2,60-64 ára,53
2019,0207,2,60-64 ára,24
2015,2701,1,60-64 ára,47
2017,2004,2,60-64 ára,66
2020,0802,1,60-64 ára,32
2023,1205,1,60-64 ára,54
2019,3205,1,60-64 ára,24
2022,1102,1,60-64 ára,108
2016,3003,1,60-64 ára,54
2009,2504,1,60-64 ára,42
2012,3903,1,60-64 ára,25
2008,2406,1,60-64 ára,39
2008,1004,1,60-64 ára,42
2013,3404,1,60-64 ára,29
2012,2101,1,60-64 ára,40
2019,0206,2,60-64 ára,38
2013,1704,1,60-64 ára,29
2011,1501,2,60-64 ára,38
2011,2504,1,60-64 ára,51
2010,3603,2,60-64 ára,54
2012,1705,1,60-64 ára,45
2013,1104,1,60-64 ára,44
2010,1701,1,60-64 ára,17
2016,3701,2,60-64 ára,27
2010,3602,1,60-64 ára,59
2014,3201,2,60-64 ára,24
2014,2202,2,60-64 ára,14
2010,3302,2,60-64 ára,48
2010,0206,2,60-64 ára,56
2024,0904,1,60-64 ára,34
2008,4202,1,60-64 ára,20
2017,1103,1,60-64 ára,113
2018,2404,1,60-64 ára,40
2008,1202,2,60-64 ára,30
2008,3105,2,60-64 ára,15
2008,4002,2,60-64 ára,49
2011,1808,2,60-64 ára,79
2011,3703,1,60-64 ára,56
2016,2802,2,60-64 ára,47
2024,0502,2,60-64 ára,32
2021,2901,1,60-64 ára,70
2024,2302,1,60-64 ára,38
2023,2303,2,60-64 ára,42
2024,3802,2,60-64 ára,38
2019,0807,2,60-64 ára,42
2014,4102,2,60-64 ára,67
2021,0501,1,60-64 ára,105
2013,3105,2,60-64 ára,19
2020,3204,2,60-64 ára,65
2019,1006,1,60-64 ára,54
2014,2501,1,60-64 ára,65
2014,2101,2,60-64 ára,52
2019,2503,1,60-64 ára,57
2008,0203,1,60-64 ára,23
2013,3104,2,60-64 ára,32
2016,1002,2,60-64 ára,32
2011,3104,2,60-64 ára,31
2016,1603,1,60-64 ára,79
2017,2302,1,60-64 ára,37
2016,2006,2,60-64 ára,66
2008,2204,1,60-64 ára,23
2023,2102,1,60-64 ára,46
2014,3301,2,60-64 ára,44
2012,1401,1,60-64 ára,19
2015,3702,1,60-64 ára,41
2014,2103,1,60-64 ára,33
2021,0203,2,60-64 ára,43
2009,2703,1,60-64 ára,42
2017,0702,2,60-64 ára,41
2019,3602,1,60-64 ára,51
2009,0702,1,60-64 ára,30
2018,0602,1,60-64 ára,41
2009,3303,1,60-64 ára,48
2019,1402,2,60-64 ára,18
2011,0303,2,60-64 ára,35
2023,2007,2,60-64 ára,65
2022,3803,2,60-64 ára,29
2018,2008,2,60-64 ára,19
2019,3703,2,60-64 ára,47
2024,3701,1,60-64 ára,24
2024,3402,1,60-64 ára,49
2011,2403,2,60-64 ára,58
2010,4003,1,60-64 ára,39
2012,0501,2,60-64 ára,82
2019,2407,2,60-64 ára,13
2009,1903,2,60-64 ára,11
2011,2102,2,60-64 ára,12
2010,2203,2,60-64 ára,7
2024,3205,1,60-64 ára,45
2021,1402,1,60-64 ára,22
2011,1701,2,60-64 ára,27
2011,3702,1,60-64 ára,39
2022,3203,2,60-64 ára,45
2011,0301,2,60-64 ára,61
2023,1601,2,60-64 ára,33
2012,3601,1,60-64 ára,69
2011,2202,1,60-64 ára,8
2023,1504,2,60-64 ára,40
2018,3903,2,60-64 ára,36
2017,0302,1,60-64 ára,56
2010,1504,1,60-64 ára,43
2015,3205,2,60-64 ára,18
2010,3001,2,60-64 ára,2
2008,0801,1,60-64 ára,51
2017,0702,1,60-64 ára,41
2017,0401,1,60-64 ára,59
2022,0807,2,60-64 ára,47
2021,1302,2,60-64 ára,48
2018,4001,2,60-64 ára,41
2008,0701,1,60-64 ára,72
2024,2406,1,60-64 ára,47
2019,2601,1,60-64 ára,64
2023,0304,2,60-64 ára,65
2009,2103,2,60-64 ára,39
2014,3104,1,60-64 ára,45
2010,2106,2,60-64 ára,70
2014,1104,2,60-64 ára,52
2024,0402,2,60-64 ára,60
2014,3702,1,60-64 ára,37
2011,0901,2,60-64 ára,89
2024,1805,2,60-64 ára,67
